artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count
Ella Mai,0.2583076923076923,0.5756153846153848,218122.42307692303,0.5771153846153846,0.0,0.16556153846153848,-6.429730769230767,0.1348423076923077,106.45465384615385,0.3843769230769232,66.15384615384616,10,0,26
Ella Meadon,0.919,0.479,170500.0,0.0842,0.0032,0.107,-14.467,0.0322,138.326,0.262,0.0,7,1,2
Elle King,0.13592,0.5814,194825.2,0.8122,5.2538e-05,0.26036,-4.662000000000001,0.07551999999999999,143.6972,0.4632,62.8,7,1,10
Elle McLemore,0.5985714285714286,0.6218571428571428,187468.57142857145,0.5004285714285714,2.3e-05,0.11008571428571427,-7.1617142857142815,0.10691428571428573,116.011,0.6742857142857142,56.42857142857143,1,0,14
Elle Varner,0.0415,0.425,240133.0,0.536,0.0,0.214,-4.063,0.0336,128.064,0.257,47.0,0,0,2
Ellen Carleen,0.8909999999999999,0.445,78733.0,0.193,0.000229,0.14,-15.147,0.0591,112.897,0.262,2.0,0,1,1
Ellen Gottschalch,0.9122,0.4732,78677.6,0.19520000000000004,0.001352,0.3052,-14.905,0.056060000000000006,116.1454,0.5486,0.0,10,1,10
Ellen Gottschalch & Edgar Hansen,0.996,0.508,188867.0,0.0874,0.447,0.16399999999999998,-18.305,0.0414,134.569,0.3,0.0,1,1,2
Ellen Gottschalch og Max Hansen,0.8909999999999999,0.513,64505.0,0.338,0.0,0.755,-15.103,0.0434,60.82899999999999,0.584,0.0,0,1,2
Ellen Gottschalch og Niels Brincker,0.867,0.5680000000000001,53771.5,0.245,0.0,0.3505,-15.2165,0.0459,100.668,0.706,0.0,4,1,4
Ellen Green,0.534,0.413,208067.0,0.37,0.0,0.106,-13.057,0.0376,105.537,0.3720000000000001,26.0,9,1,1
Ellen Greene,0.79325,0.3935,231680.0,0.18645,0.0,0.191375,-18.8325,0.05225,116.0915,0.2885,38.25,7,1,4
Ellen Hanley,0.961,0.35,202067.0,0.125,0.0,0.208,-12.946,0.0351,95.429,0.0956,0.0,5,1,2
Ellen Lane,0.949,0.5539999999999999,125640.0,0.295,4.58e-06,0.898,-13.058,0.071,70.834,0.623,3.0,1,1,1
Ellen McCown,0.845,0.569,221787.0,0.303,0.0,0.122,-8.854,0.0623,104.644,0.475,0.0,7,1,1
Ellen McIlwaine,0.9470000000000001,0.4465,222366.5,0.1501,2.42e-05,0.115,-10.622,0.0266,118.198,0.225,38.5,6,1,4
Ellen Reid,0.0415,0.4970000000000001,224373.0,0.932,1.06e-05,0.31,-5.396,0.103,127.982,0.502,35.0,2,1,2
Ellen Repp,0.9476666666666668,0.5506666666666666,115844.33333333331,0.3833333333333333,5.859999999999998e-06,0.5716666666666667,-11.583,0.10236666666666666,104.08566666666668,0.5473333333333333,3.0,5,0,3
Elley Duhé,0.2833333333333333,0.5529999999999999,214522.0,0.8083333333333335,4.966666666666666e-07,0.09473333333333334,-3.263666666666666,0.057033333333333325,95.41433333333332,0.3646666666666667,69.66666666666667,6,1,6
Elli Sofroniou,0.993,0.684,208000.0,0.315,0.713,0.117,-13.612,0.0453,108.93,0.861,0.0,9,1,2
Ellie Goulding,0.29792916666666674,0.5623166666666667,214662.13333333333,0.6251500000000001,0.027222330333333336,0.16731000000000007,-6.755433333333326,0.05092500000000001,126.53858333333322,0.4652333333333332,49.33333333333334,8,1,60
Elliot Lawrence,0.8445000000000001,0.4831666666666667,156982.22222222222,0.32883333333333337,0.038802672222222216,0.20541111111111107,-13.711333333333334,0.09326111111111113,119.80538888888884,0.6063333333333333,11.444444444444445,0,1,36
Elliot Moss,0.754,0.716,298907.0,0.275,1.85e-05,0.147,-10.013,0.0547,63.51300000000001,0.35200000000000004,56.0,0,0,2
Elliot Root,0.115,0.59,219134.0,0.6970000000000001,0.0030800000000000003,0.121,-6.973,0.0356,106.06,0.32299999999999995,59.0,9,1,2
Elliot Scheiner,0.31265000000000004,0.6793333333333335,230515.66666666663,0.39283333333333337,0.00032435,0.11478333333333335,-14.883,0.03616666666666666,100.667,0.5954999999999999,26.33333333333333,7,1,12
Elliott Smith,0.41886947368421057,0.5114912280701756,197222.63157894733,0.350701754385965,0.1048421198245614,0.14467017543859653,-13.319333333333333,0.035347368421052634,119.74808771929828,0.3622631578947368,39.80701754385965,0,1,114
Elliott Trent,0.594,0.691,240091.0,0.381,0.0,0.109,-13.269,0.235,109.918,0.364,61.0,2,0,2
Elliott Yamin,0.25,0.764,261320.0,0.487,0.0,0.184,-6.734,0.0281,116.027,0.35200000000000004,62.0,0,1,2
Ellis B. Kohs,0.976,0.329,342920.0,0.142,0.92,0.0966,-19.094,0.0393,116.049,0.0673,0.0,9,0,1
Ellis Larkins,0.9884166666666666,0.4593333333333334,190035.58333333328,0.107325,2.129333333333333e-05,0.11451666666666666,-12.416666666666664,0.03656666666666667,107.656,0.2651666666666667,17.083333333333332,8,1,24
Ellise,0.5710000000000001,0.698,190000.0,0.611,5.3e-06,0.0587,-6.754,0.0686,130.09799999999998,0.507,68.0,10,0,2
Ellusive,0.174,0.568,184000.0,0.79,0.0,0.269,-4.4110000000000005,0.0791,109.747,0.5660000000000001,66.0,8,1,2
Elly & Rikkert,0.721,0.7529999999999999,77700.0,0.2255,0.0,0.18945,-13.902,0.0911,98.872,0.7665,40.0,9,1,4
Elly Ney,0.9928333333333332,0.3795,338312.33333333326,0.1056,0.8691666666666668,0.1941666666666667,-19.768916666666666,0.051333333333333335,73.9623333333333,0.15222500000000005,0.0,11,1,12
Elly Roman,0.965,0.609,156970.0,0.35600000000000004,0.4270000000000001,0.217,-13.484000000000002,0.0637,81.878,0.825,0.0,10,1,1
Elmer Bernstein,0.7354736842105264,0.3424736842105263,233678.3157894737,0.4126842105263158,0.6024894736842107,0.15678947368421056,-13.01347368421053,0.0810842105263158,109.15242105263157,0.42262105263157895,16.842105263157894,10,1,19
Elmer Bernstein conducting The United Artists Studio Orch.,0.9366666666666668,0.23666666666666664,214503.33333333328,0.2473333333333333,0.868,0.11566666666666665,-14.169666666666664,0.036933333333333325,103.13666666666666,0.07336666666666668,0.0,7,1,6
Elmer Fudpucker,0.498,0.599,351387.0,0.753,0.0,0.34700000000000003,-9.097,0.225,96.289,0.6559999999999999,25.0,0,1,2
Elmo & Patsy,0.227,0.7809999999999999,206360.0,0.53,0.0,0.106,-14.848,0.0685,110.157,0.8170000000000001,32.0,4,1,2
Elmore James,0.3855468000000001,0.45725,172699.5,0.70285,0.09307939999999999,0.19161,-5.87505,0.04684,129.32194999999996,0.7113500000000001,18.2,2,1,40
Elohim,0.5226666666666666,0.6836666666666668,190831.66666666663,0.6106666666666667,0.0013166666666666667,0.5033333333333333,-6.026666666666666,0.04006666666666667,101.89666666666666,0.6686666666666667,58.0,8,1,3
Eloy,0.00228,0.16399999999999998,701960.0,0.594,0.398,0.136,-11.36,0.0352,82.12200000000001,0.198,41.0,0,1,2
Elsa Garcia,0.233,0.6,217807.0,0.7675000000000001,1.295e-05,0.15675,-4.6275,0.08775,183.6675,0.8440000000000001,33.5,2,1,4
Elsa Greeve,0.996,0.212,177250.0,0.007490000000000002,0.931,0.0761,-29.575,0.0352,71.061,0.0985,67.0,2,0,2
Elsa Lampo,0.994,0.581,244187.0,0.112,0.794,0.105,-20.69,0.248,76.788,0.503,0.0,8,0,1
Elsa Merlini,0.926,0.701,148400.0,0.5,0.000199,0.155,-9.638,0.184,75.59,0.6890000000000001,4.0,0,0,2
Elsa Merlini & Enrico Viarisio,0.853,0.525,154560.0,0.685,0.000418,0.266,-9.062,0.14300000000000002,153.526,0.83,3.0,2,0,2
Else Marie & Ellen Gottschalch m.fl.,0.995,0.581,405440.0,0.182,0.327,0.218,-15.675,0.094,112.756,0.406,0.0,7,0,2
Else Ruziczka,0.986,0.569,313771.0,0.158,2.05e-05,0.39,-14.624,0.574,79.071,0.425,0.0,7,1,1
Else Schurhoff,0.9478000000000002,0.22228,418735.8,0.29291,0.18474,0.26297000000000004,-15.799200000000004,0.04551,99.0264,0.14207,0.0,10,1,10
Else Schürhoff,0.898,0.35566666666666663,207071.0,0.19933333333333336,0.003393033333333333,0.5079833333333333,-16.121,0.046316666666666666,85.74933333333333,0.2701666666666667,0.0,11,1,6
Elsie Houston,0.9849090909090908,0.6329999999999999,173088.81818181818,0.3604545454545454,0.14289590909090905,0.15464545454545453,-9.65418181818182,0.22862727272727265,98.53972727272726,0.5970909090909089,0.3636363636363637,2,0,22
Elsie Morison/Jeannette Sinclair/Marjorie Thomas/Glyndebourne Chorus/Pro Arte Orchestra/Sir Malcolm Sargent,0.945,0.593,91440.0,0.17800000000000002,0.0,0.189,-19.988,0.0456,117.369,0.475,13.0,0,1,1
Elskavon,0.994,0.249,155250.0,0.00248,0.931,0.118,-30.501,0.036000000000000004,73.601,0.0788,66.0,2,1,2
Elton John,0.3509586169014086,0.5237676056338033,278983.8732394366,0.5860084507042261,0.011542424348591552,0.2224026408450704,-9.655693661971837,0.042380809859154926,128.04310915492943,0.5308499999999999,38.09154929577465,0,1,568
Elton Medeiros,0.496,0.6905,149286.5,0.4105000000000001,1.89e-05,0.1068,-12.113,0.0787,100.7525,0.7305,41.5,7,1,4
Elton Motello,0.255,0.56,190693.0,0.941,0.0019,0.153,-6.172999999999999,0.0849,165.058,0.8220000000000001,35.0,10,1,2
Eluveitie,0.000343,0.43,249240.0,0.991,0.00249,0.416,-2.837,0.0916,107.031,0.276,56.0,2,0,2
Eluvium,0.865,0.214,348773.0,0.272,0.916,0.115,-13.276,0.0383,113.469,0.124,44.0,2,1,2
Elvin Bishop,0.07137142857142856,0.6451428571428572,288018.85714285716,0.7470000000000001,0.0649897142857143,0.17395714285714284,-10.183428571428568,0.04164285714285715,112.17171428571429,0.7602857142857143,37.0,10,1,14
Elvin Jones,0.6212000000000001,0.4816000000000001,267448.0,0.3468,0.0022021600000000003,0.16376,-17.076600000000006,0.04782,87.3596,0.5392,23.2,10,1,5
Elvira De Dalgko,0.991,0.474,189300.0,0.593,0.0,0.339,-6.693,0.0333,110.343,0.581,0.0,2,1,2
Elvira Nte Intalgko,0.985,0.314,186747.0,0.467,0.17600000000000002,0.0752,-6.992000000000001,0.0329,85.82600000000002,0.544,0.0,0,1,2
Elvira Nte Ntalgko,0.944,0.433,187294.0,0.458,0.00186,0.0641,-10.689,0.0585,65.672,0.716,0.0,5,1,2
Elvis Costello,0.2344153846153847,0.631307692307692,179690.83076923073,0.5963999999999999,0.007277624615384614,0.18695384615384614,-9.395584615384617,0.06564615384615388,126.6694,0.7247846153846156,34.707692307692305,4,1,65
Elvis Costello & The Attractions,0.14354873636363638,0.5554,189608.98181818175,0.6707454545454553,0.03228191818181818,0.1930781818181817,-8.642818181818186,0.04518181818181818,132.77087272727272,0.7143454545454543,33.872727272727275,9,1,110
Elvis Crespo,0.3623272727272728,0.7837272727272727,248809.63636363635,0.8977272727272729,0.0020908854545454536,0.09624545454545454,-3.2206363636363635,0.07458181818181818,124.64381818181812,0.8679999999999999,49.45454545454545,9,1,22
Elvis Martinez,0.33882500000000004,0.88225,222516.75,0.5185,5.8107499999999985e-05,0.104475,-7.66075,0.048425,127.62,0.922,41.5,7,1,8
Elvis Presley,0.7414118575757572,0.4958434343434342,156211.03535353535,0.42630767676767706,0.0536229703838385,0.24734585858585845,-12.893730303030292,0.05827848484848491,111.48945353535328,0.621249494949495,33.39191919191919,0,1,990
Elvis-Kingtinued,0.191,0.711,210000.0,0.518,0.0,0.0734,-11.3,0.0288,119.959,0.66,40.0,9,1,2
Elwood,0.00224,0.713,239267.0,0.855,3e-06,0.342,-5.544,0.0365,103.116,0.818,36.0,6,1,2
Ely Guerra,0.255,0.34,328907.0,0.445,0.000325,0.6940000000000001,-7.926,0.0305,112.532,0.17,64.0,4,0,2
Elyane Célis,0.922,0.426,193827.0,0.223,0.614,0.259,-15.16,0.0485,121.284,0.353,0.0,3,1,2
Eléni Liápi,0.98625,0.479,201366.75,0.4570000000000001,0.051560000000000016,0.2525,-9.37375,0.040525,91.6735,0.7969999999999999,0.0,0,0,4
Elî Merdan,0.9876,0.4024,421517.0,0.5601999999999999,0.8725999999999999,0.2104,-5.6226,0.04464,118.4232,0.5389999999999999,0.0,1,1,10
Em. Hiotis,0.995,0.591,192000.0,0.195,0.792,0.114,-16.616,0.0375,103.302,0.609,0.0,10,1,2
Emahoy Tsegué-Maryam Guébrou,0.9945625,0.33131249999999995,279816.625,0.06320625000000002,0.9116875,0.11206250000000002,-23.3435,0.04119375,81.6425625,0.20575,36.0,7,1,32
Emancipator,0.5813300000000001,0.5762,261327.6,0.4661,0.8012,0.14059999999999995,-12.065999999999999,0.03952999999999998,136.36610000000002,0.28179,48.4,7,0,20
Emanuel Ax,0.9790769230769232,0.2901846153846153,478576.0,0.10976923076923076,0.7299846153846155,0.1293846153846154,-23.59784615384616,0.040892307692307686,82.43661538461538,0.1677538461538462,20.30769230769231,2,1,13
Emanuel Balaban,0.944,0.39,152507.0,0.146,0.00209,0.146,-16.824,0.0342,101.514,0.5,0.0,8,1,2
Emanuel Bay,0.9640909090909092,0.4013636363636363,223955.4090909091,0.15191363636363633,0.5106736363636363,0.2589636363636363,-20.79954545454545,0.0874090909090909,110.65372727272721,0.3981363636363637,0.045454545454545456,9,1,44
Emanuel Feuermann,0.9759999999999998,0.409,421177.2941176471,0.13724705882352944,0.4532864705882352,0.16041764705882353,-16.953529411764706,0.04808823529411765,116.86829411764708,0.3892176470588234,3.4705882352941178,10,1,34
Emanuele Nutile,0.9795,0.202,211586.5,0.4365,0.01785,0.1345,-8.230500000000001,0.0337,87.35300000000002,0.1765,0.0,7,1,2
Emarosa,0.0024950000000000003,0.36,251320.0,0.9325,0.0,0.138,-2.9865000000000004,0.16375,130.53600000000003,0.42100000000000004,47.5,6,1,4
Emblem3,0.039,0.71,222987.0,0.925,0.0,0.127,-3.329,0.0359,118.024,0.93,53.0,0,1,2
Emeli Sandé,0.44046,0.5612,237999.2,0.5158000000000001,0.000122296,0.10612,-6.719800000000001,0.034220000000000014,96.6294,0.24766000000000005,46.2,7,1,10
Emelie Hollow,0.196,0.423,195840.0,0.634,0.0,0.189,-5.877000000000002,0.0578,150.97799999999995,0.467,76.0,6,0,2
Emerante de Pradines,0.9905,0.604,137960.0,0.1515,0.15978,0.133,-16.928,0.050100000000000006,108.9635,0.5589999999999999,3.0,9,1,4
Emerson Buckley,0.9662,0.2022,176447.8,0.2,0.00014494,0.9122,-17.0506,0.05466,121.4596,0.1618,6.8,2,1,5
Emerson Drive,0.2405,0.4825,172933.5,0.8539999999999999,0.0,0.22935,-4.585,0.0896,130.69500000000002,0.6345000000000001,41.5,2,1,4
Emerson String Quartet,0.9453333333333332,0.327,408773.33333333326,0.0982,0.6216666666666667,0.2006666666666667,-19.316000000000006,0.04366666666666666,136.58733333333336,0.3393333333333333,37.66666666666666,0,1,6
"Emerson, Lake & Palmer",0.2982044444444444,0.4317222222222222,407733.16666666674,0.4838111111111112,0.2683446666666668,0.2636333333333333,-14.474388888888884,0.05201111111111111,113.00700000000003,0.3935444444444445,31.66666666666667,2,1,36
"Emerson, Lake & Powell",0.425,0.472,218825.0,0.473,0.00153,0.145,-12.418,0.0437,77.055,0.231,31.0,10,1,2
Emery,0.02013533333333333,0.3156666666666667,220204.66666666663,0.8733333333333334,0.0015345666666666663,0.12443333333333335,-5.3806666666666665,0.12843333333333332,167.96166666666662,0.3373333333333333,41.0,10,0,6
Emery Cournard Serenaders,0.9805,0.5329999999999999,152333.5,0.4925000000000001,0.8929999999999999,0.123,-13.928,0.0358,98.9815,0.8324999999999999,0.5,10,1,4
Emil Cooper,0.9429375000000002,0.2982499999999999,178149.875,0.2019375,6.7624999999999975e-06,0.25694375,-13.830000000000005,0.039137500000000006,90.8603125,0.2610625,1.6875,5,1,16
Emil Gilels,0.9775555555555556,0.3573333333333333,294066.55555555556,0.11723555555555555,0.8688888888888888,0.11326666666666667,-22.203222222222227,0.08514444444444444,108.13711111111107,0.1993555555555556,6.8888888888888875,10,1,9
Emil Nikolaus von Reznicek,0.89,0.338,250120.0,0.482,0.863,0.102,-12.89,0.0453,108.248,0.52,0.0,2,1,1
Emil Tchakarov,0.9275,0.204,240480.0,0.0965,0.30389999999999995,0.289,-25.8635,0.03915,119.4095,0.1282,22.5,7,0,2
Emile Ford & The Checkmates,0.4523333333333333,0.4933333333333334,138822.33333333337,0.7003333333333334,0.0,0.13333333333333336,-6.058,0.038000000000000006,120.026,0.8660000000000001,33.666666666666664,10,1,6
Emile Pandolfi,0.9875333333333336,0.2894,255374.26666666663,0.12817333333333333,0.8934666666666667,0.12276,-19.738133333333334,0.039379999999999984,82.6121333333333,0.13637333333333332,42.06666666666667,5,1,30
Emile Rousseau,0.9914,0.4454,247261.4,0.11925999999999999,0.03888048,0.1854,-17.9548,0.1089,120.776,0.26842,0.0,6,1,5
Emilee,0.0686,0.674,176547.0,0.774,0.00188,0.393,-7.567,0.0892,112.05,0.33,95.0,11,0,2
Emilia,0.501,0.57,205467.0,0.461,1.88e-05,0.202,-10.249,0.0285,87.98700000000002,0.336,60.0,0,1,2
Emilie-Claire Barlow,0.9043333333333332,0.5603333333333333,254577.33333333328,0.278,0.0013474066666666667,0.14033333333333334,-11.448,0.04173333333333334,101.827,0.43,53.33333333333334,8,0,6
Emilio B. Rosado Y Su Orquesta,0.652,0.48,167893.0,0.456,0.708,0.32,-11.767,0.0336,130.634,0.928,7.0,7,1,2
"Emilio Estefan, Jr.",0.325,0.674,258920.0,0.813,1.69e-06,0.122,-6.933,0.077,92.923,0.601,47.0,2,0,1
Emilio José,0.473,0.562,244307.0,0.217,0.0,0.205,-20.723000000000006,0.034,109.843,0.691,42.0,4,1,2
Emilio Navaira,0.16493333333333335,0.7181666666666665,225587.33333333328,0.7076666666666666,1.5141666666666666e-05,0.16776666666666665,-7.283833333333334,0.03840000000000001,104.84466666666668,0.9421666666666668,42.5,10,1,12
Emilio Renzi,0.9738333333333332,0.4263333333333334,244457.5,0.2846666666666667,0.011338666666666664,0.2505,-15.612833333333334,0.1109,112.762,0.3362,0.0,2,1,6
Emilio Rojas,0.0648,0.72,235714.0,0.615,3.620000000000001e-05,0.17600000000000002,-8.899,0.0542,112.048,0.293,61.0,2,0,2
Emilio Serrano,0.972,0.321,115000.0,0.208,0.00197,0.174,-19.121,0.0541,105.093,0.324,0.0,7,1,1
Emily Browning,0.0832,0.409,318640.0,0.547,0.208,0.14300000000000002,-10.474,0.029,91.85,0.152,42.0,8,1,2
Emily King,0.713,0.7295,237490.5,0.2205,0.00014555,0.25,-13.765,0.0731,121.0,0.34,53.5,7,1,4
Emily Osment,3.79e-05,0.562,182480.0,0.747,0.0,0.0858,-5.354,0.0345,137.00799999999998,0.703,44.0,0,0,2
Emily Rubye,0.905,0.401,134916.0,0.0963,0.823,0.134,-13.653,0.0355,85.00200000000002,0.0564,57.0,7,1,2
Emily Warren,0.03411,0.6152499999999999,221577.5,0.6727500000000001,0.03875,0.265,-5.6835,0.050475000000000006,114.963,0.322,61.75,7,0,8
Emilíana Torrini,0.905,0.125,351333.0,0.16399999999999998,0.0283,0.0903,-14.239,0.0361,80.453,0.0377,48.0,7,1,2
Eminem,0.14571972900763375,0.7295324427480914,263333.5667938931,0.7420293893129771,0.005104129007633592,0.2417158396946562,-5.036927480916039,0.2742131679389313,115.25834732824435,0.5484790076335881,55.959923664122144,1,1,524
Emitt Rhodes,0.102,0.309,146680.0,0.52,0.00148,0.0796,-8.472000000000001,0.0519,179.11900000000003,0.605,47.0,8,1,2
Emma Kirkby,0.8909999999999999,0.311,309026.66666666674,0.05353333333333333,0.0047203333333333325,0.1465,-22.41066666666667,0.0458,106.135,0.1864,44.33333333333334,3,0,3
Emma Liebel,0.9606666666666666,0.42,161218.0,0.32566666666666666,5.003333333333333e-06,0.18783333333333327,-14.853666666666667,0.064,107.05633333333333,0.6349999999999999,0.0,6,1,6
Emma Stone,0.49732,0.4656,206408.2,0.3452000000000001,0.0006025679999999999,0.12356,-11.350999999999999,0.06808,124.12480000000002,0.4264,63.2,7,0,5
Emma Watson,0.82,0.524,333265.0,0.504,0.0,0.0817,-7.641,0.05,123.66,0.327,62.0,7,1,1
Emma Wiederstahl,0.996,0.748,195918.0,0.045,0.97,0.109,-19.795,0.0881,98.449,0.244,61.0,7,1,2
Emma Williams,0.636,0.738,138240.0,0.282,0.0,0.332,-14.913,0.438,116.677,0.75,41.0,0,1,1
Emma Zander,0.28600000000000003,0.7559999999999999,199654.0,0.58,5.31e-06,0.133,-4.8,0.0375,124.127,0.402,60.0,9,0,2
Emmanouil Xrisafakis,0.955,0.476,192560.0,0.6459999999999999,1.26e-05,0.14,-5.524,0.0756,85.51100000000002,0.795,0.0,10,0,1
Emmanuel,0.3632964285714285,0.5993214285714284,259770.1071428572,0.5027857142857146,0.0001484664285714285,0.1987964285714285,-12.067750000000007,0.044714285714285706,125.245,0.5627142857142859,47.78571428571429,2,0,56
Emmanuel Bay,0.9745,0.4565,195806.5,0.1403,0.2249,0.2187,-17.364499999999996,0.0581,101.5255,0.281,6.0,3,1,4
Emmanuel Chabrier,0.9664545454545456,0.4675454545454546,226949.0,0.23272727272727275,0.466895809090909,0.17471818181818186,-16.16590909090909,0.044772727272727283,104.99172727272727,0.3526363636363637,8.090909090909092,5,1,11
Emmanuel Pahud,0.947,0.332,109120.0,0.0153,0.000257,0.117,-25.174,0.0482,131.062,0.387,48.0,2,1,2
Emmanuele,0.6409999999999999,0.276,237467.0,0.5720000000000001,0.0,0.2,-7.818,0.0377,77.986,0.285,68.0,1,1,1
Emmerich Kálmán,0.898,0.487,134520.0,0.336,0.00043,0.34,-14.692,0.0555,120.277,0.614,0.0,5,1,1
Emmure,0.00012355,0.3720000000000001,206033.5,0.974,0.27855,0.268,-4.0195,0.1665,130.351,0.11365,47.5,11,1,4
Emmy Loose,0.898375,0.363625,245741.5625,0.10281875,0.0012739175,0.21210625,-22.5066875,0.05180625,99.8826875,0.28734374999999995,0.5625,0,1,16
Emmy Loose/Nicolai Gedda/Philharmonia Chorus/Philharmonia Orchestra/Otto Ackermann,0.9705,0.32899999999999996,127773.0,0.11495000000000002,7.55e-06,0.1715,-18.9325,0.07005,92.7255,0.1741,0.0,5,1,2
Emmy Loose/Nicolai Gedda/Philharmonia Orchestra/Otto Ackermann,0.984,0.361,191400.0,0.134,2.44e-06,0.374,-18.615,0.0684,88.406,0.341,0.0,0,1,2
Emmy Loose/Philharmonia Chorus/Philharmonia Orchestra/Otto Ackermann,0.973,0.61,151907.0,0.251,0.000184,0.715,-16.713,0.158,104.287,0.67,0.0,2,1,1
Emmy Loose/Philharmonia Orchestra/Otto Ackermann,0.943,0.511,214880.0,0.198,1.49e-06,0.336,-18.532,0.0541,125.366,0.462,0.0,5,1,1
Emmy Rossum,0.7867894736842105,0.2724736842105263,286578.26315789466,0.16942105263157892,0.0007472905263157894,0.2032842105263158,-19.566947368421054,0.04320526315789474,104.42184210526315,0.1952105263157895,51.57894736842106,1,1,19
Emmylou Harris,0.5406948051948052,0.5096168831168831,215359.07142857145,0.3840935064935064,0.011193659090909093,0.18220129870129867,-12.132409090909086,0.03593376623376625,119.40917532467527,0.519357142857143,35.746753246753244,10,1,154
Emmylou Harris with Glen Campbell,0.6970000000000001,0.546,148333.0,0.293,0.000108,0.116,-14.206,0.0358,143.079,0.366,32.0,3,1,2
Emmylou Harris with Jonathan Edwards,0.42,0.569,193720.0,0.411,0.000147,0.0891,-10.592,0.0288,117.562,0.551,22.0,5,1,2
Emmylou Harris with Rodney Crowell,0.8079999999999999,0.358,103600.0,0.0485,0.0007740000000000001,0.159,-17.629,0.0296,79.733,0.34,32.0,6,1,2
Emotional Oranges,0.005525,0.7090000000000001,215613.5,0.6665,0.07682099999999999,0.1325,-6.449500000000001,0.03295,96.5155,0.5545,66.0,1,1,4
Emperor,7.68e-05,0.146,360840.0,0.947,0.905,0.185,-5.7079999999999975,0.0838,104.353,0.0891,44.0,0,1,2
Emphatic,0.0118,0.488,177853.0,0.931,0.0,0.24,-2.768,0.0392,93.966,0.519,46.0,1,0,2
Empire Brass,0.982,0.138,159753.0,0.0248,0.912,0.123,-25.128,0.0475,163.437,0.0359,26.0,10,1,2
Empire of the Sun,0.08998161538461541,0.686769230769231,246524.1538461539,0.7794615384615385,0.06474648,0.2987000000000001,-5.191999999999998,0.0367846153846154,125.73853846153848,0.511853846153846,56.615384615384606,5,0,26
Empress Of,0.0998,0.6940000000000001,189493.0,0.63,0.0006349999999999999,0.12,-6.84,0.162,90.045,0.341,69.0,7,0,2
Empty Fields,0.996,0.16699999999999998,200694.0,0.263,0.937,0.101,-44.28100000000001,0.0649,140.616,1e-05,64.0,8,0,2
Empty Space,0.956,0.153,188943.0,0.165,0.8270000000000001,0.0794,-18.633,0.037000000000000005,135.468,0.0339,65.0,7,0,2
Emílio Santiago,0.6809999999999999,0.7335,171433.5,0.764,0.000189,0.0769,-8.174,0.05135,115.5385,0.961,37.5,7,0,4
En Espíritu Y En Verdad,0.23597142857142864,0.3338571428571429,377598.7142857143,0.718,2.3199999999999998e-05,0.4762857142857144,-5.084142857142857,0.04514285714285714,129.1147142857143,0.16717142857142858,56.42857142857143,2,1,14
En Vogue,0.2289375,0.6980624999999999,296864.9375,0.5613750000000002,3.3213125e-05,0.17838125,-9.0874375,0.06950624999999999,129.45593750000003,0.6407499999999998,45.4375,5,1,32
Enaid,0.7125,0.402,250260.0,0.3805,0.379,0.22,-9.7905,0.03365,99.4635,0.2316000000000001,44.5,2,1,4
Enchantment,0.365875,0.37725,320906.625,0.5082500000000001,0.00906804625,0.12698750000000006,-9.19275,0.045925,134.112125,0.46275,29.5,8,1,16
Endeverafter,1.1e-05,0.542,263333.0,0.59,0.0005,0.104,-16.352999999999998,0.0342,137.985,0.882,61.0,10,0,2
Endres Quartet,0.982,0.095,421059.0,0.0445,0.88,0.106,-23.086,0.0479,74.48,0.0481,55.0,2,1,1
Endré Koréh,0.8909999999999999,0.315,508427.0,0.126,0.0,0.185,-24.13300000000001,0.0811,78.184,0.335,0.0,2,1,1
Enfediskoz,0.244,0.6829999999999999,151344.0,0.721,0.0,0.0787,-4.355,0.304,84.84200000000001,0.968,1.0,10,0,1
Engelbert Humperdinck,0.7433720930232559,0.3768449612403102,191915.80620155038,0.34366527131782904,0.07265988449612408,0.1872387596899225,-13.420007751937987,0.037027906976744206,102.67448062015508,0.35041085271317834,25.844961240310077,2,1,129
Engelina,0.0305,0.56,228800.0,0.862,0.0552,0.298,-5.464,0.0436,140.029,0.276,37.0,10,0,2
Engelwood,0.36,0.5670000000000001,115518.0,0.687,0.00293,0.474,-9.041,0.125,128.201,0.396,72.0,1,0,2
Engenheiros Do Hawaii,0.0409,0.568,265040.0,0.7,7.11e-06,0.0838,-5.42,0.0258,131.885,0.5710000000000001,60.0,6,1,2
England Dan,0.2503307692307692,0.5139230769230769,206565.3076923077,0.41746153846153855,5.571230769230769e-05,0.16396153846153844,-13.837307692307697,0.03363846153846154,126.35407692307692,0.5266923076923076,45.769230769230774,10,1,13
English Baroque Soloists,0.963625,0.200875,193805.0,0.0987125,0.560596875,0.16899999999999998,-22.981375,0.039900000000000005,104.408125,0.1467875,44.125,2,0,8
English Chamber Orchestra,0.8833164556962025,0.3240063291139242,306626.87341772154,0.16373164556962022,0.6245004153164561,0.17006329113924054,-20.42320253164557,0.04634936708860762,115.4886455696202,0.2821860759493671,31.430379746835442,2,1,79
English National Opera Orchestra,0.969,0.2205,248880.0,0.1494,0.33726,0.08205,-23.1455,0.05095,141.59799999999996,0.12185,0.5,7,1,4
